ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA
96916,Merizo,GU,Post Office or large volume customer,96916
96917,Inarajan,GU,Post Office or large volume customer,96917
96928,Agat,GU,Post Office or large volume customer,96928
96915,Santa Rita,GU,ZIP Code area,96915
96923,Mangilao,GU,Post Office or large volume customer,96913
96910,Hagatna,GU,ZIP Code area,96910
96932,Hagatna,GU,Post Office or large volume customer,96932
96919,Agana Heights,GU,Post Office or large volume customer,96910
96921,Barrigada,GU,Post Office or large volume customer,96921
96913,Barrigada,GU,ZIP Code area,96913
96931,Tamuning,GU,Post Office or large volume customer,96913
96912,Dededo,GU,Post Office or large volume customer,96929
96929,Yigo,GU,ZIP Code area,96929
00840,Frederiksted,VI,ZIP Code area,00840
00841,Frederiksted,VI,Post Office or large volume customer,00841
00851,Kingshill,VI,Post Office or large volume customer,00851
00850,Kingshill,VI,ZIP Code area,00850
00820,Christiansted,VI,ZIP Code area,00820
00821,Christiansted,VI,Post Office or large volume customer,00820
00822,Christiansted,VI,Post Office or large volume customer,00820
00823,Christiansted,VI,Post Office or large volume customer,00823
00824,Christiansted,VI,Post Office or large volume customer,00824
00757,Santa Isabel,PR,ZIP Code area,00757
00647,Ensenada,PR,ZIP Code area,00647
00653,Guanica,PR,ZIP Code area,00653
00714,Arroyo,PR,ZIP Code area,00714
00704,Aguirre,PR,ZIP Code area,00704
00751,Salinas,PR,ZIP Code area,00751
00784,Guayama,PR,ZIP Code area,00784
00785,Guayama,PR,Post Office or large volume customer,00784
00624,Penuelas,PR,ZIP Code area,00624
00716,Ponce,PR,ZIP Code area,00716
00717,Ponce,PR,ZIP Code area,00717
00723,Patillas,PR,ZIP Code area,00723
00707,Maunabo,PR,ZIP Code area,00707
00715,Mercedita,PR,ZIP Code area,00715
00728,Ponce,PR,ZIP Code area,00728
00733,Ponce,PR,Post Office or large volume customer,00730
00730,Ponce,PR,ZIP Code area,00730
00734,Ponce,PR,Post Office or large volume customer,00730
00732,Ponce,PR,Post Office or large volume customer,00730
00656,Guayanilla,PR,ZIP Code area,00656
00698,Yauco,PR,ZIP Code area,00698
00622,Boqueron,PR,Post Office or large volume customer,00622
00667,Lajas,PR,ZIP Code area,00667
00780,Coto Laurel,PR,ZIP Code area,00780
00795,Juana Diaz,PR,ZIP Code area,00795
00767,Yabucoa,PR,ZIP Code area,00767
00637,Sabana Grande,PR,ZIP Code area,00637
00769,Coamo,PR,ZIP Code area,00769
00623,Cabo Rojo,PR,ZIP Code area,00623
00683,San German,PR,ZIP Code area,00683
00731,Ponce,PR,ZIP Code area,00731
00737,Cayey,PR,Post Office or large volume customer,00736
00736,Cayey,PR,ZIP Code area,00736
00766,Villalba,PR,ZIP Code area,00766
00705,Aibonito,PR,ZIP Code area,00705
00660,Hormigueros,PR,ZIP Code area,00660
00791,Humacao,PR,ZIP Code area,00791
00765,Vieques,PR,ZIP Code area,00765
00786,La Plata,PR,Post Office or large volume customer,00786
00792,Humacao,PR,Post Office or large volume customer,00791
00741,Punta Santiago,PR,ZIP Code area,00741
00601,Adjuntas,PR,ZIP Code area,00601
00739,Cidra,PR,ZIP Code area,00739
00606,Maricao,PR,ZIP Code area,00606
00771,Las Piedras,PR,ZIP Code area,00771
00794,Barranquitas,PR,ZIP Code area,00794
00754,San Lorenzo,PR,ZIP Code area,00754
00680,Mayaguez,PR,ZIP Code area,00680
00636,Rosario,PR,Post Office or large volume customer,00680
00681,Mayaguez,PR,Post Office or large volume customer,00680
00682,Mayaguez,PR,ZIP Code area,00682
00718,Naguabo,PR,ZIP Code area,00718
00631,Castaner,PR,ZIP Code area,00631
00720,Orocovis,PR,ZIP Code area,00720
00664,Jayuya,PR,ZIP Code area,00664
00782,Comerio,PR,ZIP Code area,00782
00744,Rio Blanco,PR,Post Office or large volume customer,00718
00726,Caguas,PR,Post Office or large volume customer,00725
00777,Juncos,PR,ZIP Code area,00777
00727,Caguas,PR,ZIP Code area,00727
00725,Caguas,PR,ZIP Code area,00725
00742,Roosevelt Roads,PR,Post Office or large volume customer,00735
00670,Las Marias,PR,ZIP Code area,00670
00778,Gurabo,PR,ZIP Code area,00778
00703,Aguas Buenas,PR,ZIP Code area,00703
00641,Utuado,PR,ZIP Code area,00641
00735,Ceiba,PR,ZIP Code area,00735
00610,Anasco,PR,ZIP Code area,00610
00669,Lares,PR,ZIP Code area,00669
00611,Angeles,PR,Post Office or large volume customer,00641
00719,Naranjito,PR,ZIP Code area,00719
00775,Culebra,PR,ZIP Code area,00775
00740,Puerto Real,PR,ZIP Code area,00740
00831,St John,VI,Post Office or large volume customer,00831
00638,Ciales,PR,ZIP Code area,00638
00685,San Sebastian,PR,ZIP Code area,00685
00738,Fajardo,PR,ZIP Code area,00738
00801,St Thomas,VI,Post Office or large volume customer,00801
00803,St Thomas,VI,Post Office or large volume customer,00802
00804,St Thomas,VI,Post Office or large volume customer,00802
00805,St Thomas,VI,Post Office or large volume customer,00802
00830,St John,VI,ZIP Code area,00830
00677,Rincon,PR,ZIP Code area,00677
00687,Morovis,PR,ZIP Code area,00687
00802,St Thomas,VI,ZIP Code area,00802
00783,Corozal,PR,ZIP Code area,00783
00971,Guaynabo,PR,Post Office or large volume customer,00971
00970,Guaynabo,PR,Post Office or large volume customer,00969
00977,Trujillo Alto,PR,Post Office or large volume customer,00976
00650,Florida,PR,ZIP Code area,00650
00976,Trujillo Alto,PR,ZIP Code area,00976
00954,Toa Alta,PR,Post Office or large volume customer,00953
00956,Bayamon,PR,ZIP Code area,00956
00987,Carolina,PR,ZIP Code area,00987
00926,San Juan,PR,ZIP Code area,00926
00969,Guaynabo,PR,ZIP Code area,00969
00957,Bayamon,PR,ZIP Code area,00957
00688,Sabana Hoyos,PR,Post Office or large volume customer,00688
00773,Luquillo,PR,ZIP Code area,00773
00721,Palmer,PR,Post Office or large volume customer,00745
00978,Saint Just,PR,Post Office or large volume customer,00976
00745,Rio Grande,PR,ZIP Code area,00745
00958,Bayamon,PR,Post Office or large volume customer,00957
00986,Carolina,PR,Post Office or large volume customer,00985
00729,Canovanas,PR,ZIP Code area,00729
00602,Aguada,PR,ZIP Code area,00602
00953,Toa Alta,PR,ZIP Code area,00953
00959,Bayamon,PR,ZIP Code area,00959
00955,San Juan,PR,Post Office or large volume customer,00921
00988,Carolina,PR,Post Office or large volume customer,00987
00927,San Juan,PR,ZIP Code area,00927
00921,San Juan,PR,ZIP Code area,00921
00960,Bayamon,PR,Post Office or large volume customer,00960
00676,Moca,PR,ZIP Code area,00676
00935,San Juan,PR,Post Office or large volume customer,00936
00924,San Juan,PR,ZIP Code area,00924
00929,San Juan,PR,Post Office or large volume customer,00924
00931,San Juan,PR,Post Office or large volume customer,00925
00928,San Juan,PR,Post Office or large volume customer,00925
00966,Guaynabo,PR,ZIP Code area,00966
00985,Carolina,PR,ZIP Code area,00985
00925,San Juan,PR,ZIP Code area,00925
00961,Bayamon,PR,ZIP Code area,00961
00968,Guaynabo,PR,ZIP Code area,00968
00920,San Juan,PR,ZIP Code area,00920
00951,Toa Baja,PR,Post Office or large volume customer,00951
00950,Toa Baja,PR,Post Office or large volume customer,00950
00984,Carolina,PR,Post Office or large volume customer,00983
00982,Carolina,PR,ZIP Code area,00982
00922,San Juan,PR,Post Office or large volume customer,00968
00934,Fort Buchanan,PR,ZIP Code area,00934
00923,San Juan,PR,ZIP Code area,00923
00692,Vega Alta,PR,ZIP Code area,00692
00939,San Juan,PR,Post Office or large volume customer,00918
00918,San Juan,PR,ZIP Code area,00918
00936,San Juan,PR,Post Office or large volume customer,00936
00930,San Juan,PR,Post Office or large volume customer,00923
00933,San Juan,PR,Post Office or large volume customer,00918
00917,San Juan,PR,ZIP Code area,00917
00983,Carolina,PR,ZIP Code area,00983
00604,Aguadilla,PR,Post Office or large volume customer,00603
00694,Vega Baja,PR,Post Office or large volume customer,00694
00674,Manati,PR,ZIP Code area,00674
00919,San Juan,PR,Post Office or large volume customer,00918
00975,San Juan,PR,Post Office or large volume customer,00917
00772,Loiza,PR,ZIP Code area,00772
00965,Guaynabo,PR,ZIP Code area,00965
00952,Sabana Seca,PR,ZIP Code area,00952
00617,Barceloneta,PR,ZIP Code area,00617
00962,Catano,PR,ZIP Code area,00962
00949,Toa Baja,PR,ZIP Code area,00949
00916,San Juan,PR,Post Office or large volume customer,00915
00915,San Juan,PR,ZIP Code area,00915
00937,San Juan,PR,Post Office or large volume customer,00979
00981,Carolina,PR,Post Office or large volume customer,00979
00616,Bajadero,PR,Post Office or large volume customer,00616
00963,Catano,PR,Post Office or large volume customer,00962
00979,Carolina,PR,ZIP Code area,00979
00909,San Juan,PR,ZIP Code area,00909
00910,San Juan,PR,Post Office or large volume customer,00909
00940,San Juan,PR,Post Office or large volume customer,00909
00605,Aguadilla,PR,Post Office or large volume customer,00603
00912,San Juan,PR,ZIP Code area,00912
00603,Aguadilla,PR,ZIP Code area,00603
00908,San Juan,PR,Post Office or large volume customer,00907
00693,Vega Baja,PR,ZIP Code area,00693
00914,San Juan,PR,Post Office or large volume customer,00911
00913,San Juan,PR,ZIP Code area,00913
00911,San Juan,PR,ZIP Code area,00911
00907,San Juan,PR,ZIP Code area,00907
00613,Arecibo,PR,Post Office or large volume customer,00612
00614,Arecibo,PR,Post Office or large volume customer,00612
00652,Garrochales,PR,Post Office or large volume customer,00652
00646,Dorado,PR,ZIP Code area,00646
00612,Arecibo,PR,ZIP Code area,00612
00906,San Juan,PR,Post Office or large volume customer,00906
00902,San Juan,PR,Post Office or large volume customer,00901
00901,San Juan,PR,ZIP Code area,00901
00678,Quebradillas,PR,ZIP Code area,00678
00627,Camuy,PR,ZIP Code area,00627
00659,Hatillo,PR,ZIP Code area,00659
00662,Isabela,PR,ZIP Code area,00662
00690,San Antonio,PR,ZIP Code area,00690
96772,Naalehu,HI,ZIP Code area,96772
96737,Ocean View,HI,Post Office or large volume customer,96737
96777,Pahala,HI,ZIP Code area,96777
96718,Hawaii National Park,HI,ZIP Code area,96777
96704,Captain Cook,HI,ZIP Code area,96704
96726,Honaunau,HI,ZIP Code area,96726
96785,Volcano,HI,ZIP Code area,96785
96778,Pahoa,HI,ZIP Code area,96778
96750,Kealakekua,HI,ZIP Code area,96750
96771,Mountain View,HI,ZIP Code area,96771
96739,Keauhou,HI,Post Office or large volume customer,96740
96760,Kurtistown,HI,ZIP Code area,96760
96725,Holualoa,HI,ZIP Code area,96725
96749,Keaau,HI,ZIP Code area,96749
96745,Kailua Kona,HI,Post Office or large volume customer,96740
96740,Kailua Kona,HI,ZIP Code area,96740
96720,Hilo,HI,ZIP Code area,96720
96721,Hilo,HI,Post Office or large volume customer,96720
96781,Papaikou,HI,ZIP Code area,96781
96783,Pepeekeo,HI,ZIP Code area,96783
96728,Honomu,HI,ZIP Code area,96728
96773,Ninole,HI,ZIP Code area,96773
96710,Hakalau,HI,ZIP Code area,96710
96738,Waikoloa,HI,ZIP Code area,96738
96780,Papaaloa,HI,ZIP Code area,96780
96764,Laupahoehoe,HI,ZIP Code area,96764
96774,Ookala,HI,ZIP Code area,96774
96743,Kamuela,HI,ZIP Code area,96743
96776,Paauilo,HI,ZIP Code area,96776
96727,Honokaa,HI,ZIP Code area,96727
96755,Kapaau,HI,ZIP Code area,96755
96719,Hawi,HI,ZIP Code area,96719
96753,Kihei,HI,ZIP Code area,96753
96790,Kula,HI,ZIP Code area,96790
96713,Hana,HI,ZIP Code area,96713
96763,Lanai City,HI,ZIP Code area,96763
96788,Pukalani,HI,Post Office or large volume customer,96768
96768,Makawao,HI,ZIP Code area,96768
96784,Puunene,HI,Post Office or large volume customer,96732
96732,Kahului,HI,ZIP Code area,96732
96733,Kahului,HI,Post Office or large volume customer,96732
96793,Wailuku,HI,ZIP Code area,96793
96767,Lahaina,HI,Post Office or large volume customer,96761
96779,Paia,HI,ZIP Code area,96779
96708,Haiku,HI,ZIP Code area,96708
96761,Lahaina,HI,ZIP Code area,96761
96748,Kaunakakai,HI,ZIP Code area,96748
96770,Maunaloa,HI,ZIP Code area,96770
96729,Hoolehua,HI,ZIP Code area,96729
96757,Kualapuu,HI,ZIP Code area,96757
96742,Kalaupapa,HI,ZIP Code area,96742
96815,Honolulu,HI,ZIP Code area,96815
96824,Honolulu,HI,Post Office or large volume customer,96821
96836,Honolulu,HI,Post Office or large volume customer,96815
96830,Honolulu,HI,Post Office or large volume customer,96815
96816,Honolulu,HI,ZIP Code area,96816
96821,Honolulu,HI,ZIP Code area,96821
96828,Honolulu,HI,Post Office or large volume customer,96814
96847,Honolulu,HI,Post Office or large volume customer,96814
96826,Honolulu,HI,ZIP Code area,96826
96825,Honolulu,HI,ZIP Code area,96825
96814,Honolulu,HI,ZIP Code area,96814
96848,Honolulu,HI,Post Office or large volume customer,96822
96844,Honolulu,HI,ZIP Code area,96822
96850,Honolulu,HI,Post Office or large volume customer,96850
96823,Honolulu,HI,Post Office or large volume customer,96822
96806,Honolulu,HI,Post Office or large volume customer,96813
96843,Honolulu,HI,Post Office or large volume customer,96813
96808,Honolulu,HI,Post Office or large volume customer,96813
96812,Honolulu,HI,Post Office or large volume customer,96813
96811,Honolulu,HI,Post Office or large volume customer,96813
96810,Honolulu,HI,Post Office or large volume customer,96813
96809,Honolulu,HI,Post Office or large volume customer,96813
96805,Honolulu,HI,Post Office or large volume customer,96813
96804,Honolulu,HI,Post Office or large volume customer,96813
96801,Honolulu,HI,Post Office or large volume customer,96813
96840,Honolulu,HI,Post Office or large volume customer,96813
96802,Honolulu,HI,Post Office or large volume customer,96813
96803,Honolulu,HI,Post Office or large volume customer,96813
96807,Honolulu,HI,Post Office or large volume customer,96813
96822,Honolulu,HI,ZIP Code area,96822
96839,Honolulu,HI,Post Office or large volume customer,96822
96813,Honolulu,HI,ZIP Code area,96813
96846,Honolulu,HI,Post Office or large volume customer,96817
96841,Honolulu,HI,Post Office or large volume customer,96817
96837,Honolulu,HI,Post Office or large volume customer,96817
96898,Wake Island,HI,Post Office or large volume customer,96819
96817,Honolulu,HI,ZIP Code area,96817
96706,Ewa Beach,HI,ZIP Code area,96706
96709,Kapolei,HI,Post Office or large volume customer,96707
96853,JBPHH,HI,ZIP Code area,96853
96820,Honolulu,HI,ZIP Code area,96819
96838,Honolulu,HI,Post Office or large volume customer,96819
96795,Waimanalo,HI,ZIP Code area,96795
96849,Honolulu,HI,Post Office or large volume customer,96819
96858,Fort Shafter,HI,ZIP Code area,96819
96819,Honolulu,HI,ZIP Code area,96819
96707,Kapolei,HI,ZIP Code area,96707
96818,Honolulu,HI,ZIP Code area,96818
96860,JBPHH,HI,ZIP Code area,96860
96859,Tripler Army Medical Center,HI,Post Office or large volume customer,96859
96701,Aiea,HI,ZIP Code area,96701
96861,Camp H M Smith,HI,ZIP Code area,96701
96797,Waipahu,HI,ZIP Code area,96797
96782,Pearl City,HI,ZIP Code area,96782
96734,Kailua,HI,ZIP Code area,96734
96744,Kaneohe,HI,ZIP Code area,96744
96792,Waianae,HI,ZIP Code area,96792
96863,MCBH Kaneohe Bay,HI,ZIP Code area,96863
96759,Kunia,HI,Post Office or large volume customer,96759
96789,Mililani,HI,ZIP Code area,96789
96854,Wheeler Army Airfield,HI,Post Office or large volume customer,96786
96857,Schofield Barracks,HI,ZIP Code area,96857
96786,Wahiawa,HI,ZIP Code area,96786
96730,Kaaawa,HI,ZIP Code area,96730
96791,Waialua,HI,ZIP Code area,96791
96717,Hauula,HI,ZIP Code area,96717
96712,Haleiwa,HI,ZIP Code area,96712
96762,Laie,HI,ZIP Code area,96762
96731,Kahuku,HI,ZIP Code area,96731
96705,Eleele,HI,ZIP Code area,96705
96756,Koloa,HI,ZIP Code area,96756
96747,Kaumakani,HI,ZIP Code area,96747
96741,Kalaheo,HI,ZIP Code area,96741
96765,Lawai,HI,Post Office or large volume customer,96765
96769,Makaweli,HI,ZIP Code area,96769
96796,Waimea,HI,ZIP Code area,96796
96752,Kekaha,HI,ZIP Code area,96752
96766,Lihue,HI,ZIP Code area,96766
96715,Hanamaulu,HI,Post Office or large volume customer,96766
96716,Hanapepe,HI,ZIP Code area,96716
96751,Kealia,HI,Post Office or large volume customer,96751
96746,Kapaa,HI,ZIP Code area,96746
96703,Anahola,HI,ZIP Code area,96703
96714,Hanalei,HI,Post Office or large volume customer,96714
96754,Kilauea,HI,ZIP Code area,96754
96722,Princeville,HI,ZIP Code area,96722
33041,Key West,FL,Post Office or large volume customer,33040
33040,Key West,FL,ZIP Code area,33040
33045,Key West,FL,Post Office or large volume customer,33040
33042,Summerland Key,FL,ZIP Code area,33042
33043,Big Pine Key,FL,ZIP Code area,33043
33052,Marathon Shores,FL,Post Office or large volume customer,33050
33051,Key Colony Beach,FL,Post Office or large volume customer,33051
33050,Marathon,FL,ZIP Code area,33050
33001,Long Key,FL,Post Office or large volume customer,33001
33036,Islamorada,FL,ZIP Code area,33036
33070,Tavernier,FL,ZIP Code area,33070
33037,Key Largo,FL,ZIP Code area,33037
33034,Homestead,FL,ZIP Code area,33034
33035,Homestead,FL,ZIP Code area,33035
33090,Homestead,FL,Post Office or large volume customer,33030
33030,Homestead,FL,ZIP Code area,33030
33033,Homestead,FL,ZIP Code area,33033
33039,Homestead,FL,ZIP Code area,33039
33031,Homestead,FL,ZIP Code area,33031
33032,Homestead,FL,ZIP Code area,33032
33092,Homestead,FL,Post Office or large volume customer,33032
33170,Miami,FL,ZIP Code area,33170
33190,Miami,FL,ZIP Code area,33190
33189,Miami,FL,ZIP Code area,33189
33187,Miami,FL,ZIP Code area,33187
33197,Miami,FL,Post Office or large volume customer,33157
33177,Miami,FL,ZIP Code area,33177
33257,Miami,FL,Post Office or large volume customer,33157
33157,Miami,FL,ZIP Code area,33157
33158,Miami,FL,ZIP Code area,33158
33176,Miami,FL,ZIP Code area,33176
33186,Miami,FL,ZIP Code area,33186
33296,Miami,FL,Post Office or large volume customer,33156
33256,Miami,FL,Post Office or large volume customer,33156
33196,Miami,FL,ZIP Code area,33196
33156,Miami,FL,ZIP Code area,33156
33116,Miami,FL,Post Office or large volume customer,33176
33283,Miami,FL,Post Office or large volume customer,33183
33193,Miami,FL,ZIP Code area,33193
33149,Key Biscayne,FL,ZIP Code area,33149
33143,Miami,FL,ZIP Code area,33143
33173,Miami,FL,ZIP Code area,33173
33183,Miami,FL,ZIP Code area,33183
33243,Miami,FL,Post Office or large volume customer,33143
33146,Miami,FL,ZIP Code area,33146
33233,Miami,FL,Post Office or large volume customer,33133
33185,Miami,FL,ZIP Code area,33185
33133,Miami,FL,ZIP Code area,33133
33175,Miami,FL,ZIP Code area,33175
33255,Miami,FL,Post Office or large volume customer,33155
33265,Miami,FL,Post Office or large volume customer,33165
33155,Miami,FL,ZIP Code area,33155
33165,Miami,FL,ZIP Code area,33165
33114,Coral Gables,FL,Post Office or large volume customer,33134
33234,Miami,FL,Post Office or large volume customer,33134
33245,Miami,FL,Post Office or large volume customer,33145
33145,Miami,FL,ZIP Code area,33145
33194,Miami,FL,ZIP Code area,33194
33134,Miami,FL,ZIP Code area,33134
33199,Miami,FL,ZIP Code area,33174
33129,Miami,FL,ZIP Code area,33129
33184,Miami,FL,ZIP Code area,33184
33109,Miami Beach,FL,ZIP Code area,33109
33231,Miami,FL,Post Office or large volume customer,33131
33174,Miami,FL,ZIP Code area,33174
33144,Miami,FL,ZIP Code area,33144
33135,Miami,FL,ZIP Code area,33135
33131,Miami,FL,ZIP Code area,33131
33130,Miami,FL,ZIP Code area,33130
33188,Miami,FL,Post Office or large volume customer,33174
33111,Miami,FL,Post Office or large volume customer,33132
33128,Miami,FL,ZIP Code area,33128
33182,Miami,FL,ZIP Code area,33182
33126,Miami,FL,ZIP Code area,33126
33172,Miami,FL,ZIP Code area,33172
33206,Miami,FL,Post Office or large volume customer,33126
33101,Miami,FL,Post Office or large volume customer,33101
33125,Miami,FL,ZIP Code area,33125
33132,Miami,FL,ZIP Code area,33132
33136,Miami,FL,ZIP Code area,33136
33119,Miami Beach,FL,Post Office or large volume customer,33139
33139,Miami Beach,FL,ZIP Code area,33139
33247,Miami,FL,Post Office or large volume customer,33122
33102,Miami,FL,Post Office or large volume customer,33122
33112,Miami,FL,Post Office or large volume customer,33122
33239,Miami Beach,FL,Post Office or large volume customer,33139
33106,Miami,FL,Post Office or large volume customer,33122
33222,Miami,FL,Post Office or large volume customer,33122
33152,Miami,FL,Post Office or large volume customer,33122
33159,Miami,FL,Post Office or large volume customer,33139
33299,Miami,FL,Post Office or large volume customer,33122
33122,Miami,FL,ZIP Code area,33122
33242,Miami,FL,Post Office or large volume customer,33142
33142,Miami,FL,ZIP Code area,33142
33127,Miami,FL,ZIP Code area,33127
33137,Miami,FL,ZIP Code area,33137
34138,Chokoloskee,FL,ZIP Code area,34138
33140,Miami Beach,FL,ZIP Code area,33140
33266,Miami,FL,Post Office or large volume customer,33166
33166,Miami,FL,ZIP Code area,33166
33011,Hialeah,FL,Post Office or large volume customer,33010
33151,Miami,FL,Post Office or large volume customer,33127
33010,Hialeah,FL,ZIP Code area,33010
33178,Miami,FL,ZIP Code area,33178
33150,Miami,FL,ZIP Code area,33150
33147,Miami,FL,ZIP Code area,33147
33138,Miami,FL,ZIP Code area,33138
33238,Miami,FL,Post Office or large volume customer,33150
33141,Miami Beach,FL,ZIP Code area,33141
33013,Hialeah,FL,ZIP Code area,33013
33012,Hialeah,FL,ZIP Code area,33012
33153,Miami,FL,Post Office or large volume customer,33138
34139,Everglades City,FL,ZIP Code area,34139
33167,Miami,FL,ZIP Code area,33167
33154,Miami Beach,FL,ZIP Code area,33154
33016,Hialeah,FL,ZIP Code area,33016
33261,Miami,FL,Post Office or large volume customer,33161
33168,Miami,FL,ZIP Code area,33168
33161,Miami,FL,ZIP Code area,33161
33181,Miami,FL,ZIP Code area,33181
33018,Hialeah,FL,ZIP Code area,33018
33002,Hialeah,FL,Post Office or large volume customer,33014
33014,Hialeah,FL,ZIP Code area,33014
34141,Ochopee,FL,ZIP Code area,34141
78522,Brownsville,TX,Post Office or large volume customer,78520
33054,Opa Locka,FL,ZIP Code area,33054
33124,Miami,FL,Post Office or large volume customer,33181
78521,Brownsville,TX,ZIP Code area,78521
34140,Goodland,FL,ZIP Code area,34140
33162,Miami,FL,ZIP Code area,33162
33280,Miami,FL,Post Office or large volume customer,33162
33164,Miami,FL,Post Office or large volume customer,33162
78520,Brownsville,TX,ZIP Code area,78520
78523,Brownsville,TX,Post Office or large volume customer,78520
33160,North Miami Beach,FL,ZIP Code area,33160
34145,Marco Island,FL,ZIP Code area,34145
33017,Hialeah,FL,Post Office or large volume customer,33015
33015,Hialeah,FL,ZIP Code area,33015
33169,Miami,FL,ZIP Code area,33169
33055,Opa Locka,FL,ZIP Code area,33055
33269,Miami,FL,Post Office or large volume customer,33169
34137,Copeland,FL,Post Office or large volume customer,34137
33056,Miami Gardens,FL,ZIP Code area,33056
33163,Miami,FL,Post Office or large volume customer,33180
34146,Marco Island,FL,Post Office or large volume customer,34145
33179,Miami,FL,ZIP Code area,33179
33180,Miami,FL,ZIP Code area,33180
78526,Brownsville,TX,ZIP Code area,78526
33008,Hallandale,FL,Post Office or large volume customer,33009
33027,Hollywood,FL,ZIP Code area,33027
33023,Hollywood,FL,ZIP Code area,33023
33009,Hallandale,FL,ZIP Code area,33009
33025,Hollywood,FL,ZIP Code area,33025
33083,Hollywood,FL,Post Office or large volume customer,33023
33029,Hollywood,FL,ZIP Code area,33029
33082,Pembroke Pines,FL,Post Office or large volume customer,33028
33022,Hollywood,FL,Post Office or large volume customer,33020
33020,Hollywood,FL,ZIP Code area,33020
33028,Pembroke Pines,FL,ZIP Code area,33028
33019,Hollywood,FL,ZIP Code area,33019
33081,Hollywood,FL,Post Office or large volume customer,33021
33021,Hollywood,FL,ZIP Code area,33021
33026,Hollywood,FL,ZIP Code area,33026
33024,Hollywood,FL,ZIP Code area,33024
33084,Hollywood,FL,Post Office or large volume customer,33024
78575,Olmito,TX,ZIP Code area,78575
33004,Dania,FL,ZIP Code area,33004
78567,Los Indios,TX,Post Office or large volume customer,78567
33331,Fort Lauderdale,FL,ZIP Code area,33331
33332,Fort Lauderdale,FL,ZIP Code area,33332
34114,Naples,FL,ZIP Code area,34114
33330,Fort Lauderdale,FL,ZIP Code area,33330
33328,Fort Lauderdale,FL,ZIP Code area,33328
33314,Fort Lauderdale,FL,ZIP Code area,33314
78566,Los Fresnos,TX,ZIP Code area,78566
78578,Port Isabel,TX,ZIP Code area,78578
78592,Santa Maria,TX,Post Office or large volume customer,78592
34113,Naples,FL,ZIP Code area,34113
78579,Progreso,TX,Post Office or large volume customer,78579
33315,Fort Lauderdale,FL,ZIP Code area,33315
33312,Fort Lauderdale,FL,ZIP Code area,33312
33346,Fort Lauderdale,FL,Post Office or large volume customer,33316
33316,Fort Lauderdale,FL,ZIP Code area,33316
33329,Fort Lauderdale,FL,Post Office or large volume customer,33324
78557,Hidalgo,TX,ZIP Code area,78557
78597,South Padre Island,TX,ZIP Code area,78597
33324,Fort Lauderdale,FL,ZIP Code area,33324
33355,Fort Lauderdale,FL,Post Office or large volume customer,33325
33317,Fort Lauderdale,FL,ZIP Code area,33317
33326,Fort Lauderdale,FL,ZIP Code area,33326
33325,Fort Lauderdale,FL,ZIP Code area,33325
33303,Fort Lauderdale,FL,Post Office or large volume customer,33301
33388,Plantation,FL,Post Office or large volume customer,33324
33301,Fort Lauderdale,FL,ZIP Code area,33301
33338,Fort Lauderdale,FL,Post Office or large volume customer,33324
33394,Fort Lauderdale,FL,Post Office or large volume customer,33301
33327,Fort Lauderdale,FL,ZIP Code area,33327
78586,San Benito,TX,ZIP Code area,78586
34112,Naples,FL,ZIP Code area,34112
33337,Fort Lauderdale,FL,Post Office or large volume customer,33324
33304,Fort Lauderdale,FL,ZIP Code area,33304
33349,Fort Lauderdale,FL,Post Office or large volume customer,33304
33302,Fort Lauderdale,FL,Post Office or large volume customer,33304
34102,Naples,FL,ZIP Code area,34102
33311,Fort Lauderdale,FL,ZIP Code area,33311
33318,Fort Lauderdale,FL,Post Office or large volume customer,33322
78596,Weslaco,TX,ZIP Code area,78596
33322,Fort Lauderdale,FL,ZIP Code area,33322
33305,Fort Lauderdale,FL,ZIP Code area,33305
33313,Fort Lauderdale,FL,ZIP Code area,33313
34104,Naples,FL,ZIP Code area,34104
78559,La Feria,TX,ZIP Code area,78559
33323,Fort Lauderdale,FL,ZIP Code area,33323
34107,Naples,FL,Post Office or large volume customer,34102
34106,Naples,FL,Post Office or large volume customer,34102
34101,Naples,FL,Post Office or large volume customer,34101
33359,Fort Lauderdale,FL,Post Office or large volume customer,33313
78570,Mercedes,TX,ZIP Code area,78570
33310,Fort Lauderdale,FL,Post Office or large volume customer,33311
33336,Fort Lauderdale,FL,Post Office or large volume customer,33311
33340,Fort Lauderdale,FL,Post Office or large volume customer,33311
33345,Fort Lauderdale,FL,Post Office or large volume customer,33351
33306,Fort Lauderdale,FL,ZIP Code area,33306
78503,McAllen,TX,ZIP Code area,78503
33339,Fort Lauderdale,FL,Post Office or large volume customer,33306
33335,Fort Lauderdale,FL,Post Office or large volume customer,33334
33307,Fort Lauderdale,FL,Post Office or large volume customer,33334
33348,Fort Lauderdale,FL,Post Office or large volume customer,33308
33351,Fort Lauderdale,FL,ZIP Code area,33351
33319,Fort Lauderdale,FL,ZIP Code area,33319
33334,Fort Lauderdale,FL,ZIP Code area,33334
78577,Pharr,TX,ZIP Code area,78577
78516,Alamo,TX,ZIP Code area,78516
34116,Naples,FL,ZIP Code area,34116
78537,Donna,TX,ZIP Code area,78537
33309,Fort Lauderdale,FL,ZIP Code area,33309
78552,Harlingen,TX,ZIP Code area,78552
33308,Fort Lauderdale,FL,ZIP Code area,33308
78568,Lozano,TX,Post Office or large volume customer,78586
