ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA
14556,Sonyea,NY,Post Office or large volume customer,14437
12204,Albany,NY,ZIP Code area,12204
48308,Rochester,MI,Post Office or large volume customer,48307
52076,Strawberry Point,IA,ZIP Code area,52076
01845,North Andover,MA,ZIP Code area,01845
12232,Albany,NY,Post Office or large volume customer,12206
14113,North Java,NY,ZIP Code area,14113
14441,Dresden,NY,ZIP Code area,14441
48924,Lansing,MI,Post Office or large volume customer,48910
12220,Albany,NY,Post Office or large volume customer,12222
12226,Albany,NY,Post Office or large volume customer,12203
48329,Waterford,MI,ZIP Code area,48329
48316,Utica,MI,ZIP Code area,48316
48042,Macomb,MI,ZIP Code area,48042
12246,Albany,NY,Post Office or large volume customer,12222
53548,Janesville,WI,ZIP Code area,53548
53530,Darlington,WI,ZIP Code area,53530
48895,Williamston,MI,ZIP Code area,48895
53139,Kansasville,WI,ZIP Code area,53139
50591,Thor,IA,ZIP Code area,50591
01843,Lawrence,MA,ZIP Code area,01843
48901,Lansing,MI,Post Office or large volume customer,48910
48909,Lansing,MI,Post Office or large volume customer,48910
13488,Westford,NY,ZIP Code area,13488
12222,Albany,NY,Post Office or large volume customer,12222
12022,Berlin,NY,ZIP Code area,12022
68751,Maskell,NE,ZIP Code area,68751
83119,Fairview,WY,Post Office or large volume customer,83119
48004,Anchorville,MI,Post Office or large volume customer,48023
14560,Springwater,NY,ZIP Code area,14560
13464,Smyrna,NY,ZIP Code area,13464
51062,Westfield,IA,ZIP Code area,51062
12140,Poestenkill,NY,ZIP Code area,12140
50101,Galt,IA,ZIP Code area,50101
97636,Paisley,OR,ZIP Code area,97636
14112,North Evans,NY,Post Office or large volume customer,14112
13348,Hartwick,NY,ZIP Code area,13348
01367,Rowe,MA,ZIP Code area,01367
53182,Union Grove,WI,ZIP Code area,53182
48023,Fair Haven,MI,ZIP Code area,48023
53177,Sturtevant,WI,ZIP Code area,53177
01477,Winchendon Springs,MA,Post Office or large volume customer,01475
14047,Derby,NY,ZIP Code area,14047
48910,Lansing,MI,ZIP Code area,48910
12084,Guilderland,NY,ZIP Code area,12084
12043,Cobleskill,NY,ZIP Code area,12043
01267,Williamstown,MA,ZIP Code area,01267
01247,North Adams,MA,ZIP Code area,01247
01360,Northfield,MA,ZIP Code area,01360
68736,Fordyce,NE,ZIP Code area,68736
13482,West Burlington,NY,ZIP Code area,13315
14507,Middlesex,NY,ZIP Code area,14507
50668,Readlyn,IA,ZIP Code area,50668
50670,Shell Rock,IA,ZIP Code area,50670
53403,Racine,WI,ZIP Code area,53403
53820,Potosi,WI,ZIP Code area,53820
97626,Fort Klamath,OR,Post Office or large volume customer,97626
12085,Guilderland Center,NY,Post Office or large volume customer,12085
50664,Oran,IA,Post Office or large volume customer,50664
14145,Strykersville,NY,ZIP Code area,14145
12009,Altamont,NY,ZIP Code area,12009
53504,Argyle,WI,ZIP Code area,53504
48039,Marine City,MI,ZIP Code area,48039
13335,Edmeston,NY,ZIP Code area,13335
53547,Janesville,WI,Post Office or large volume customer,53545
53537,Footville,WI,Post Office or large volume customer,53537
12211,Albany,NY,ZIP Code area,12211
57025,Elk Point,SD,ZIP Code area,57025
01842,Lawrence,MA,Post Office or large volume customer,01840
53545,Janesville,WI,ZIP Code area,53545
14139,South Wales,NY,ZIP Code area,14139
49333,Middleville,MI,ZIP Code area,49333
53121,Elkhorn,WI,ZIP Code area,53121
01840,Lawrence,MA,ZIP Code area,01840
13326,Cooperstown,NY,ZIP Code area,13326
48864,Okemos,MI,ZIP Code area,48864
48897,Woodland,MI,ZIP Code area,48897
12092,Howes Cave,NY,ZIP Code area,12092
01841,Lawrence,MA,ZIP Code area,01841
13450,Roseboom,NY,ZIP Code area,13450
83110,Afton,WY,ZIP Code area,83110
01885,West Boxford,MA,Post Office or large volume customer,01921
14170,West Falls,NY,ZIP Code area,14170
53502,Albany,WI,ZIP Code area,53502
14510,Mount Morris,NY,ZIP Code area,14510
14010,Athol Springs,NY,Post Office or large volume customer,14075
50548,Humboldt,IA,ZIP Code area,50548
69360,Rushville,NE,ZIP Code area,69360
53408,Racine,WI,Post Office or large volume customer,53406
53405,Racine,WI,ZIP Code area,53405
48306,Rochester,MI,ZIP Code area,48306
12205,Albany,NY,ZIP Code area,12205
14085,Lake View,NY,ZIP Code area,14085
83338,Jerome,ID,ZIP Code area,83338
13158,Truxton,NY,ZIP Code area,13158
53138,Honey Creek,WI,Post Office or large volume customer,53105
01969,Rowley,MA,ZIP Code area,01969
51005,Aurelia,IA,ZIP Code area,51005
13052,De Ruyter,NY,ZIP Code area,13052
03062,Nashua,NH,ZIP Code area,03062
48359,Lake Orion,MI,ZIP Code area,48359
50529,Dakota City,IA,ZIP Code area,50529
48346,Clarkston,MI,ZIP Code area,48346
01350,Monroe Bridge,MA,ZIP Code area,01350
51038,Merrill,IA,ZIP Code area,51038
01833,Georgetown,MA,ZIP Code area,01833
83217,Bancroft,ID,ZIP Code area,83217
14435,Conesus,NY,ZIP Code area,14435
14530,Perry,NY,ZIP Code area,14530
49323,Dorr,MI,ZIP Code area,49323
48824,East Lansing,MI,ZIP Code area,48825
50541,Gilmore City,IA,ZIP Code area,50541
13337,Fly Creek,NY,ZIP Code area,13337
12128,Newtonville,NY,Post Office or large volume customer,12110
53401,Racine,WI,Post Office or large volume customer,53403
12201,Albany,NY,Post Office or large volume customer,12205
53806,Cassville,WI,ZIP Code area,53806
53406,Racine,WI,ZIP Code area,53406
48805,Okemos,MI,Post Office or large volume customer,48864
12212,Albany,NY,Post Office or large volume customer,12205
12288,Albany,NY,Post Office or large volume customer,12205
50592,Truesdale,IA,Post Office or large volume customer,50588
12189,Watervliet,NY,ZIP Code area,12189
48919,Lansing,MI,Post Office or large volume customer,48933
48347,Clarkston,MI,Post Office or large volume customer,48346
48825,East Lansing,MI,ZIP Code area,48825
12181,Troy,NY,Post Office or large volume customer,12180
03076,Pelham,NH,ZIP Code area,03076
12035,Central Bridge,NY,ZIP Code area,12035
01844,Methuen,MA,ZIP Code area,01844
50677,Waverly,IA,ZIP Code area,50677
50574,Pocahontas,IA,ZIP Code area,50574
49314,Burnips,MI,Post Office or large volume customer,49323
53407,Racine,WI,Post Office or large volume customer,53403
12180,Troy,NY,ZIP Code area,12180
69367,Whitney,NE,ZIP Code area,69367
68730,Crofton,NE,ZIP Code area,68730
48929,Lansing,MI,Post Office or large volume customer,48933
48956,Lansing,MI,Post Office or large volume customer,48933
48930,Lansing,MI,Post Office or large volume customer,48933
48922,Lansing,MI,Post Office or large volume customer,48933
48094,Washington,MI,ZIP Code area,48094
50526,Clarion,IA,Post Office or large volume customer,50525
48933,Lansing,MI,ZIP Code area,48933
14075,Hamburg,NY,ZIP Code area,14075
48908,Lansing,MI,Post Office or large volume customer,48917
12141,Quaker Street,NY,Post Office or large volume customer,12053
68760,Niobrara,NE,ZIP Code area,68760
50525,Clarion,IA,ZIP Code area,50525
50431,Coulter,IA,Post Office or large volume customer,50431
14569,Warsaw,NY,ZIP Code area,14569
48917,Lansing,MI,ZIP Code area,48917
48826,East Lansing,MI,Post Office or large volume customer,48823
13139,Poplar Ridge,NY,Post Office or large volume customer,13026
13087,Little York,NY,Post Office or large volume customer,13087
53510,Belmont,WI,ZIP Code area,53510
97536,Prospect,OR,ZIP Code area,97536
48048,New Haven,MI,ZIP Code area,48048
48912,Lansing,MI,ZIP Code area,48912
49335,Moline,MI,Post Office or large volume customer,49335
03461,Rindge,NH,ZIP Code area,03461
53818,Platteville,WI,ZIP Code area,53818
48915,Lansing,MI,ZIP Code area,48915
48861,Mulliken,MI,ZIP Code area,48861
68792,Wynot,NE,ZIP Code area,68792
03048,Greenville,NH,ZIP Code area,03048
50470,Rowan,IA,ZIP Code area,50470
82923,Boulder,WY,ZIP Code area,82923
52048,Garber,IA,ZIP Code area,52048
97442,Glendale,OR,ZIP Code area,97442
13315,Burlington Flats,NY,ZIP Code area,13315
03049,Hollis,NH,ZIP Code area,03049
12183,Troy,NY,ZIP Code area,12183
03060,Nashua,NH,ZIP Code area,03060
48823,East Lansing,MI,ZIP Code area,48823
82229,Shawnee,WY,ZIP Code area,82229
50441,Hampton,IA,ZIP Code area,50441
50625,Dumont,IA,ZIP Code area,50625
14167,Varysburg,NY,ZIP Code area,14167
48937,Lansing,MI,Post Office or large volume customer,48906
13026,Aurora,NY,ZIP Code area,13026
48350,Davisburg,MI,ZIP Code area,48350
48837,Grand Ledge,MI,ZIP Code area,48837
50606,Arlington,IA,ZIP Code area,50606
53404,Racine,WI,ZIP Code area,53404
03033,Brookline,NH,ZIP Code area,03033
51012,Cherokee,IA,ZIP Code area,51012
03071,New Ipswich,NH,ZIP Code area,03071
12110,Latham,NY,ZIP Code area,12110
12053,Delanson,NY,ZIP Code area,12053
48360,Lake Orion,MI,ZIP Code area,48360
14541,Romulus,NY,ZIP Code area,14541
13118,Moravia,NY,ZIP Code area,13118
53570,Monticello,WI,ZIP Code area,53570
14415,Bellona,NY,ZIP Code area,14415
83343,Minidoka,ID,Post Office or large volume customer,83350
48840,Haslett,MI,ZIP Code area,48840
97465,Port Orford,OR,ZIP Code area,97465
03447,Fitzwilliam,NH,ZIP Code area,03447
49325,Freeport,MI,ZIP Code area,49325
50602,Allison,IA,ZIP Code area,50602
48064,Casco,MI,ZIP Code area,48064
12160,Sloansville,NY,ZIP Code area,12160
14544,Rushville,NY,ZIP Code area,14544
12052,Cropseyville,NY,ZIP Code area,12052
50681,Westgate,IA,ZIP Code area,50681
48816,Cohoctah,MI,Post Office or large volume customer,48816
50582,Rutland,IA,ZIP Code area,50582
48348,Clarkston,MI,ZIP Code area,48348
01835,Haverhill,MA,ZIP Code area,01835
01922,Byfield,MA,ZIP Code area,01922
13332,Earlville,NY,ZIP Code area,13332
03061,Nashua,NH,Post Office or large volume customer,03060
50542,Goldfield,IA,ZIP Code area,50542
48096,Ray,MI,ZIP Code area,48096
01834,Groveland,MA,ZIP Code area,01834
12138,Petersburg,NY,ZIP Code area,12138
05354,Vernon,VT,ZIP Code area,05354
03051,Hudson,NH,ZIP Code area,03051
52044,Elkport,IA,ZIP Code area,52044
82225,Lusk,WY,ZIP Code area,82225
03470,Winchester,NH,ZIP Code area,03470
14127,Orchard Park,NY,ZIP Code area,14127
05352,Stamford,VT,ZIP Code area,05352
12056,Duanesburg,NY,ZIP Code area,12056
12082,Grafton,NY,Post Office or large volume customer,12052
53167,Rochester,WI,Post Office or large volume customer,53167
50452,Latimer,IA,ZIP Code area,50452
48906,Lansing,MI,ZIP Code area,48906
48054,East China,MI,ZIP Code area,48054
12031,Carlisle,NY,Post Office or large volume customer,12031
12303,Schenectady,NY,ZIP Code area,12303
14169,Wales Center,NY,Post Office or large volume customer,14169
49434,Macatawa,MI,Post Office or large volume customer,49434
97721,Princeton,OR,ZIP Code area,97721
82633,Douglas,WY,ZIP Code area,82633
83355,Wendell,ID,ZIP Code area,83355
48890,Sunfield,MI,ZIP Code area,48890
14052,East Aurora,NY,ZIP Code area,14052
49423,Holland,MI,ZIP Code area,49423
14481,Leicester,NY,ZIP Code area,14481
14471,Honeoye,NY,ZIP Code area,14471
52052,Guttenberg,IA,ZIP Code area,52052
13072,Georgetown,NY,ZIP Code area,13072
50655,Maynard,IA,ZIP Code area,50655
48363,Oakland,MI,ZIP Code area,48363
50611,Bristow,IA,ZIP Code area,50611
01831,Haverhill,MA,Post Office or large volume customer,01830
05350,Readsboro,VT,ZIP Code area,05350
12047,Cohoes,NY,ZIP Code area,12047
03064,Nashua,NH,ZIP Code area,03064
13485,West Edmeston,NY,ZIP Code area,13485
05261,Pownal,VT,ZIP Code area,05261
50510,Albert City,IA,ZIP Code area,50510
12066,Esperance,NY,ZIP Code area,12066
48951,Lansing,MI,Post Office or large volume customer,48906
53563,Milton,WI,ZIP Code area,53563
82227,Manville,WY,ZIP Code area,82227
03063,Nashua,NH,ZIP Code area,03063
83211,American Falls,ID,ZIP Code area,83211
05342,Jacksonville,VT,ZIP Code area,05342
53536,Evansville,WI,ZIP Code area,53536
57010,Burbank,SD,ZIP Code area,57010
53402,Racine,WI,ZIP Code area,53402
13141,Preble,NY,ZIP Code area,13141
48095,Washington,MI,ZIP Code area,48095
13457,Schuyler Lake,NY,Post Office or large volume customer,13348
13147,Scipio Center,NY,ZIP Code area,13147
12304,Schenectady,NY,ZIP Code area,12304
03079,Salem,NH,ZIP Code area,03079
05358,West Halifax,VT,ZIP Code area,05358
03441,Ashuelot,NH,ZIP Code area,03441
53126,Franksville,WI,ZIP Code area,53126
01830,Haverhill,MA,ZIP Code area,01830
01832,Haverhill,MA,ZIP Code area,01832
05361,Whitingham,VT,ZIP Code area,05361
48430,Fenton,MI,ZIP Code area,48430
48050,New Haven,MI,ZIP Code area,48050
13459,Sharon Springs,NY,ZIP Code area,13459
48362,Lake Orion,MI,ZIP Code area,48362
50619,Clarksville,IA,ZIP Code area,50619
48849,Lake Odessa,MI,ZIP Code area,48849
12182,Troy,NY,ZIP Code area,12182
01951,Newbury,MA,ZIP Code area,01951
14219,Buffalo,NY,ZIP Code area,14219
48442,Holly,MI,ZIP Code area,48442
01985,West Newbury,MA,ZIP Code area,01985
48361,Lake Orion,MI,Post Office or large volume customer,48362
49422,Holland,MI,Post Office or large volume customer,49423
12306,Schenectady,NY,ZIP Code area,12306
83245,Inkom,ID,ZIP Code area,83245
53185,Waterford,WI,ZIP Code area,53185
13159,Tully,NY,ZIP Code area,13159
14463,Hall,NY,Post Office or large volume customer,14456
51037,Meriden,IA,ZIP Code area,51037
57069,Vermillion,SD,ZIP Code area,57069
53802,Beetown,WI,Post Office or large volume customer,53802
14466,Hemlock,NY,ZIP Code area,14466
51031,Le Mars,IA,ZIP Code area,51031
50545,Hardy,IA,ZIP Code area,50545
14461,Gorham,NY,Post Office or large volume customer,14561
14454,Geneseo,NY,ZIP Code area,14454
13320,Cherry Valley,NY,ZIP Code area,13320
83111,Auburn,WY,ZIP Code area,83111
12309,Schenectady,NY,ZIP Code area,12309
50520,Bradgate,IA,ZIP Code area,50520
53120,East Troy,WI,ZIP Code area,53120
48882,Shaftsburg,MI,Post Office or large volume customer,48872
12307,Schenectady,NY,ZIP Code area,12307
52077,Volga,IA,ZIP Code area,52077
03087,Windham,NH,ZIP Code area,03087
50420,Alexander,IA,ZIP Code area,50420
69343,Gordon,NE,ZIP Code area,69343
50676,Tripoli,IA,ZIP Code area,50676
50576,Rembrandt,IA,ZIP Code area,50576
05260,North Pownal,VT,ZIP Code area,05260
03451,Hinsdale,NH,ZIP Code area,03451
14487,Livonia,NY,ZIP Code area,14487
51008,Brunsville,IA,Post Office or large volume customer,51008
51001,Akron,IA,ZIP Code area,51001
13364,Leonardsville,NY,Post Office or large volume customer,13364
12188,Waterford,NY,ZIP Code area,12188
69337,Chadron,NE,ZIP Code area,69337
49316,Caledonia,MI,ZIP Code area,49316
82520,Lander,WY,ZIP Code area,82520
12345,Schenectady,NY,Post Office or large volume customer,12305
53516,Blanchardville,WI,ZIP Code area,53516
83122,Grover,WY,ZIP Code area,83122
51014,Cleghorn,IA,ZIP Code area,51014
01950,Newburyport,MA,ZIP Code area,01950
13065,Fayette,NY,Post Office or large volume customer,13148
13314,Brookfield,NY,Post Office or large volume customer,13314
51050,Remsen,IA,ZIP Code area,51050
12305,Schenectady,NY,ZIP Code area,12305
49315,Byron Center,MI,ZIP Code area,49315
53574,New Glarus,WI,ZIP Code area,53574
03452,Jaffrey,NH,ZIP Code area,03452
12301,Schenectady,NY,Post Office or large volume customer,12305
48451,Linden,MI,ZIP Code area,48451
83332,Hagerman,ID,ZIP Code area,83332
53108,Caledonia,WI,ZIP Code area,53108
12308,Schenectady,NY,ZIP Code area,12308
49464,Zeeland,MI,ZIP Code area,49464
14140,Spring Brook,NY,Post Office or large volume customer,14059
48366,Lakeville,MI,Post Office or large volume customer,48367
14218,Buffalo,NY,ZIP Code area,14218
97410,Azalea,OR,ZIP Code area,97410
13020,Apulia Station,NY,Post Office or large volume customer,13020
14039,Dale,NY,ZIP Code area,14039
48872,Perry,MI,ZIP Code area,48872
14561,Stanley,NY,ZIP Code area,14561
49424,Holland,MI,ZIP Code area,49424
48808,Bath,MI,ZIP Code area,48808
14037,Cowlesville,NY,ZIP Code area,14037
51045,Oyens,IA,Post Office or large volume customer,51031
03084,Temple,NH,ZIP Code area,03084
14558,South Lima,NY,Post Office or large volume customer,14487
48418,Byron,MI,ZIP Code area,48418
51035,Marcus,IA,ZIP Code area,51035
53190,Whitewater,WI,ZIP Code area,53190
03811,Atkinson,NH,ZIP Code area,03811
82604,Casper,WY,ZIP Code area,82604
14488,Livonia Center,NY,Post Office or large volume customer,14487
14547,Seneca Castle,NY,Post Office or large volume customer,14561
13355,Hubbardsville,NY,ZIP Code area,13355
97736,Frenchglen,OR,Post Office or large volume customer,97736
49427,Jamestown,MI,Post Office or large volume customer,49426
13346,Hamilton,NY,ZIP Code area,13346
68778,Springview,NE,ZIP Code area,68778
97476,Sixes,OR,ZIP Code area,97476
14591,Wyoming,NY,ZIP Code area,14591
68746,Lynch,NE,ZIP Code area,68746
14533,Piffard,NY,ZIP Code area,14533
03465,Troy,NH,ZIP Code area,03465
53810,Glen Haven,WI,ZIP Code area,53810
13160,Union Springs,NY,ZIP Code area,13160
49302,Alto,MI,ZIP Code area,49302
14539,Retsof,NY,Post Office or large volume customer,14539
14224,Buffalo,NY,ZIP Code area,14224
48822,Eagle,MI,ZIP Code area,48822
50577,Renwick,IA,ZIP Code area,50577
50605,Aredale,IA,ZIP Code area,50605
48065,Romeo,MI,ZIP Code area,48065
53534,Edgerton,WI,ZIP Code area,53534
50546,Havelock,IA,ZIP Code area,50546
03073,North Salem,NH,Post Office or large volume customer,03079
14480,Lakeville,NY,ZIP Code area,14480
48857,Morrice,MI,ZIP Code area,48857
48371,Oxford,MI,ZIP Code area,48371
03055,Milford,NH,ZIP Code area,03055
03052,Litchfield,NH,ZIP Code area,03052
13334,Eaton,NY,ZIP Code area,13334
48370,Oxford,MI,ZIP Code area,48370
01860,Merrimac,MA,ZIP Code area,01860
03865,Plaistow,NH,ZIP Code area,03865
03086,Wilton,NH,ZIP Code area,03086
14102,Marilla,NY,ZIP Code area,14102
12166,Sprakers,NY,ZIP Code area,12166
13063,Fabius,NY,ZIP Code area,13063
13333,East Springfield,NY,ZIP Code area,13333
52169,Wadena,IA,ZIP Code area,52169
48815,Clarksville,MI,ZIP Code area,48815
82609,Casper,WY,ZIP Code area,82609
48820,DeWitt,MI,ZIP Code area,48820
14220,Buffalo,NY,ZIP Code area,14220
52142,Fayette,IA,ZIP Code area,52142
82644,Mills,WY,Post Office or large volume customer,82644
14059,Elma,NY,ZIP Code area,14059
68774,Saint Helena,NE,ZIP Code area,68774
53580,Rewey,WI,ZIP Code area,53580
48062,Richmond,MI,ZIP Code area,48062
48462,Ortonville,MI,ZIP Code area,48462
12148,Rexford,NY,ZIP Code area,12148
50581,Rolfe,IA,ZIP Code area,50581
52164,Randalia,IA,ZIP Code area,52164
48367,Leonard,MI,ZIP Code area,48367
53813,Lancaster,WI,ZIP Code area,53813
82601,Casper,WY,ZIP Code area,82601
13122,New Woodstock,NY,ZIP Code area,13122
13468,Springfield Center,NY,ZIP Code area,13468
50421,Belmond,IA,ZIP Code area,50421
03031,Amherst,NH,ZIP Code area,03031
48005,Armada,MI,ZIP Code area,48005
82637,Glenrock,WY,ZIP Code area,82637
01952,Salisbury,MA,ZIP Code area,01952
50674,Sumner,IA,ZIP Code area,50674
12065,Clifton Park,NY,ZIP Code area,12065
13418,North Brookfield,NY,ZIP Code area,13418
13439,Richfield Springs,NY,ZIP Code area,13439
83204,Pocatello,ID,ZIP Code area,83204
05301,Brattleboro,VT,ZIP Code area,05301
50554,Laurens,IA,ZIP Code area,50554
13061,Erieville,NY,ZIP Code area,13061
82602,Casper,WY,Post Office or large volume customer,82601
12121,Melrose,NY,ZIP Code area,12121
53565,Mineral Point,WI,ZIP Code area,53565
53521,Brooklyn,WI,ZIP Code area,53521
53508,Belleville,WI,ZIP Code area,53508
05303,Brattleboro,VT,Post Office or large volume customer,05301
05302,Brattleboro,VT,Post Office or large volume customer,05301
13484,West Eaton,NY,Post Office or large volume customer,13484
01913,Amesbury,MA,ZIP Code area,01913
82605,Casper,WY,Post Office or large volume customer,82609
52043,Elkader,IA,ZIP Code area,52043
12008,Alplaus,NY,ZIP Code area,12008
48063,Columbus,MI,ZIP Code area,48063
12137,Pattersonville,NY,ZIP Code area,12137
48079,Saint Clair,MI,ZIP Code area,48079
50565,Marathon,IA,ZIP Code area,50565
14456,Geneva,NY,ZIP Code area,14456
05344,Marlboro,VT,Post Office or large volume customer,05301
50666,Plainfield,IA,ZIP Code area,50666
83209,Pocatello,ID,ZIP Code area,83209
12089,Hoosick,NY,Post Office or large volume customer,12089
12302,Schenectady,NY,ZIP Code area,12302
03859,Newton Junction,NH,Post Office or large volume customer,03858
03858,Newton,NH,ZIP Code area,03858
14011,Attica,NY,ZIP Code area,14011
48875,Portland,MI,ZIP Code area,48875
57062,Springfield,SD,ZIP Code area,57062
51029,Larrabee,IA,ZIP Code area,51029
14210,Buffalo,NY,ZIP Code area,14210
03054,Merrimack,NH,ZIP Code area,03054
49530,Grand Rapids,MI,Post Office or large volume customer,49512
52049,Garnavillo,IA,ZIP Code area,52049
49426,Hudsonville,MI,ZIP Code area,49426
83205,Pocatello,ID,Post Office or large volume customer,83201
50558,Livermore,IA,ZIP Code area,50558
12325,Schenectady,NY,Post Office or large volume customer,12302
14424,Canandaigua,NY,ZIP Code area,14424
83112,Bedford,WY,ZIP Code area,83112
03458,Peterborough,NH,ZIP Code area,03458
14592,York,NY,Post Office or large volume customer,14592
53149,Mukwonago,WI,ZIP Code area,53149
03469,West Swanzey,NH,Post Office or large volume customer,03446
53544,Hollandale,WI,ZIP Code area,53544
12150,Rotterdam Junction,NY,ZIP Code area,12150
69201,Valentine,NE,ZIP Code area,69201
48414,Bancroft,MI,ZIP Code area,48414
13317,Canajoharie,NY,ZIP Code area,13317
49508,Grand Rapids,MI,ZIP Code area,49508
48436,Gaines,MI,ZIP Code area,48436
05363,Wilmington,VT,ZIP Code area,05363
49548,Grand Rapids,MI,ZIP Code area,49548
03446,Swanzey,NH,ZIP Code area,03446
03841,Hampstead,NH,ZIP Code area,03841
68777,Spencer,NE,ZIP Code area,68777
50519,Bode,IA,ZIP Code area,50519
03053,Londonderry,NH,ZIP Code area,03053
13051,Delphi Falls,NY,Post Office or large volume customer,13051
50573,Plover,IA,Post Office or large volume customer,50573
53156,Palmyra,WI,ZIP Code area,53156
14233,Buffalo,NY,Post Office or large volume customer,14203
13313,Bridgewater,NY,Post Office or large volume customer,13313
82636,Evansville,WY,ZIP Code area,82636
14270,Buffalo,NY,Post Office or large volume customer,14203
13491,West Winfield,NY,ZIP Code area,13491
83604,Bruneau,ID,ZIP Code area,83604
03874,Seabrook,NH,ZIP Code area,03874
53119,Eagle,WI,ZIP Code area,53119
50631,Frederika,IA,Post Office or large volume customer,50676
03444,Dublin,NH,ZIP Code area,03444
97466,Powers,OR,ZIP Code area,97466
14204,Buffalo,NY,ZIP Code area,14204
14227,Buffalo,NY,ZIP Code area,14227
53154,Oak Creek,WI,ZIP Code area,53154
49588,Grand Rapids,MI,Post Office or large volume customer,49512
49518,Grand Rapids,MI,Post Office or large volume customer,49508
83206,Pocatello,ID,Post Office or large volume customer,83201
14525,Pavilion,NY,ZIP Code area,14525
05201,Bennington,VT,ZIP Code area,05201
03443,Chesterfield,NH,ZIP Code area,03443
14276,Buffalo,NY,Post Office or large volume customer,14206
53804,Bloomington,WI,ZIP Code area,53804
14240,Buffalo,NY,Post Office or large volume customer,14206
13310,Bouckville,NY,ZIP Code area,13310
14264,Buffalo,NY,Post Office or large volume customer,14203
14280,Buffalo,NY,Post Office or large volume customer,14203
05304,Brattleboro,VT,Post Office or large volume customer,05301
14203,Buffalo,NY,ZIP Code area,14203
83201,Pocatello,ID,ZIP Code area,83201
14206,Buffalo,NY,ZIP Code area,14206
03826,East Hampstead,NH,ZIP Code area,03826
12072,Fultonville,NY,ZIP Code area,12072
57078,Yankton,SD,ZIP Code area,57078
49512,Grand Rapids,MI,ZIP Code area,49512
14267,Buffalo,NY,Post Office or large volume customer,14202
14040,Darien Center,NY,ZIP Code area,14040
49418,Grandville,MI,ZIP Code area,49418
13110,Marietta,NY,ZIP Code area,13110
14202,Buffalo,NY,ZIP Code area,14202
51033,Linn Grove,IA,ZIP Code area,51033
57031,Gayville,SD,ZIP Code area,57031
48848,Laingsburg,MI,ZIP Code area,48848
50475,Sheffield,IA,ZIP Code area,50475
68753,Mills,NE,ZIP Code area,68753
03057,Mont Vernon,NH,ZIP Code area,03057
14205,Buffalo,NY,Post Office or large volume customer,14203
14263,Buffalo,NY,Post Office or large volume customer,14203
03038,Derry,NH,ZIP Code area,03038
14273,Buffalo,NY,Post Office or large volume customer,14203
13084,La Fayette,NY,ZIP Code area,13084
14212,Buffalo,NY,ZIP Code area,14212
14486,Linwood,NY,ZIP Code area,14486
50427,Chapin,IA,Post Office or large volume customer,50475
68719,Bristow,NE,ZIP Code area,68719
12094,Johnsonville,NY,ZIP Code area,12094
03041,East Derry,NH,Post Office or large volume customer,03038
12185,Valley Falls,NY,ZIP Code area,12185
03466,West Chesterfield,NH,ZIP Code area,03466
49519,Wyoming,MI,ZIP Code area,49519
50585,Sioux Rapids,IA,ZIP Code area,50585
13475,Van Hornesville,NY,Post Office or large volume customer,13475
50636,Greene,IA,ZIP Code area,50636
14201,Buffalo,NY,ZIP Code area,14201
14469,Bloomfield,NY,ZIP Code area,14469
82941,Pinedale,WY,ZIP Code area,82941
12090,Hoosick Falls,NY,ZIP Code area,12090
97604,Crater Lake,OR,Post Office or large volume customer,97604
14443,East Bloomfield,NY,Post Office or large volume customer,14469
53554,Livingston,WI,ZIP Code area,53554
14004,Alden,NY,ZIP Code area,14004
13138,Pompey,NY,Post Office or large volume customer,13138
49509,Wyoming,MI,ZIP Code area,49509
03082,Lyndeborough,NH,ZIP Code area,03082
03468,West Peterborough,NH,Post Office or large volume customer,03458
14086,Lancaster,NY,ZIP Code area,14086
03462,Spofford,NH,ZIP Code area,03462
53132,Franklin,WI,ZIP Code area,53132
53103,Big Bend,WI,ZIP Code area,53103
83324,Dietrich,ID,ZIP Code area,83324
13408,Morrisville,NY,ZIP Code area,13408
53150,Muskego,WI,ZIP Code area,53150
49428,Jenison,MI,ZIP Code area,49428
14043,Depew,NY,ZIP Code area,14043
14211,Buffalo,NY,ZIP Code area,14211
13148,Seneca Falls,NY,ZIP Code area,13148
13402,Madison,NY,ZIP Code area,13402
82515,Hudson,WY,Post Office or large volume customer,82515
49429,Jenison,MI,Post Office or large volume customer,49428
14585,West Bloomfield,NY,Post Office or large volume customer,14585
50570,Ottosen,IA,ZIP Code area,50570
14269,Buffalo,NY,Post Office or large volume customer,14043
14272,Buffalo,NY,Post Office or large volume customer,14043
14485,Lima,NY,ZIP Code area,14485
83314,Bliss,ID,ZIP Code area,83314
12118,Mechanicville,NY,ZIP Code area,12118
03455,Marlborough,NH,ZIP Code area,03455
13034,Cayuga,NY,ZIP Code area,13034
03827,East Kingston,NH,ZIP Code area,03827
12027,Burnt Hills,NY,ZIP Code area,12027
14414,Avon,NY,ZIP Code area,14414
48438,Goodrich,MI,ZIP Code area,48438
13465,Solsville,NY,Post Office or large volume customer,13402
13361,Jordanville,NY,ZIP Code area,13361
49560,Grand Rapids,MI,Post Office or large volume customer,49508
49468,Grandville,MI,Post Office or large volume customer,49418
13165,Waterloo,NY,ZIP Code area,13165
48040,Marysville,MI,ZIP Code area,48040
53172,South Milwaukee,WI,ZIP Code area,53172
